Symbol,Symbol,Strike,Moneyness,Bid,Midpoint,Ask,Last,Change,%Chg,Volume,"Open Int",Vol/OI,IV,Type,DTE,"Exp Date",Time,"Avg IV"
AMZN|20220121|2820.00C,AMZN,"2,820.00",+13.96%,683.20,685.70,688.20,642.35,-0.65,-0.10%,1,86,0.01,35.57%,Call,343,01/21/22,01/07/21,33.89%
AMZN|20220121|2840.00C,AMZN,"2,840.00",+13.35%,670.75,673.28,675.80,658.00,-63.86,-8.85%,3,40,0.08,35.53%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2860.00C,AMZN,"2,860.00",+12.74%,658.20,660.60,663.00,716.43,40.43,+5.98%,3,33,0.09,35.45%,Call,343,01/21/22,02/05/21,33.89%
AMZN|20220121|2880.00C,AMZN,"2,880.00",+12.13%,645.90,648.28,650.65,683.10,-6.90,-1.00%,1,57,0.02,35.39%,Call,343,01/21/22,02/08/21,33.89%
AMZN|20220121|2900.00C,AMZN,"2,900.00",+11.52%,633.70,636.08,638.45,614.87,-6.00,-0.97%,1,396,0.00,35.34%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2920.00C,AMZN,"2,920.00",+10.91%,621.80,624.15,626.50,611.00,-47.50,-7.21%,1,159,0.01,35.29%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|2940.00C,AMZN,"2,940.00",+10.30%,610.15,612.58,615.00,597.37,-94.60,-13.67%,6,79,0.08,35.26%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|2960.00C,AMZN,"2,960.00",+9.69%,598.50,600.90,603.30,641.62,-3.03,-0.47%,1,89,0.01,35.21%,Call,343,01/21/22,02/04/21,33.89%
AMZN|20220121|2980.00C,AMZN,"2,980.00",+9.08%,587.15,589.47,591.80,571.50,-21.90,-3.69%,1,92,0.01,35.17%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3000.00C,AMZN,"3,000.00",+8.47%,575.85,578.43,581.00,571.35,6.20,+1.10%,21,"1,537",0.01,35.15%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3020.00C,AMZN,"3,020.00",+7.86%,564.70,566.93,569.15,560.00,-21.65,-3.72%,3,59,0.05,35.07%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3040.00C,AMZN,"3,040.00",+7.25%,553.60,555.78,557.95,654.52,-23.10,-3.41%,2,61,0.03,35.02%,Call,343,01/21/22,02/03/21,33.89%
AMZN|20220121|3050.00C,AMZN,"3,050.00",+6.95%,548.15,550.40,552.65,540.00,-11.00,-2.00%,5,102,0.05,35.00%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3060.00C,AMZN,"3,060.00",+6.64%,542.90,545.08,547.25,535.70,-75.00,-12.28%,1,522,0.00,34.99%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3080.00C,AMZN,"3,080.00",+6.03%,532.10,534.23,536.35,609.18,4.00,+0.66%,1,154,0.01,34.93%,Call,343,01/21/22,02/05/21,33.89%
AMZN|20220121|3100.00C,AMZN,"3,100.00",+5.42%,521.60,523.78,525.95,505.00,-4.00,-0.79%,1,752,0.00,34.90%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3120.00C,AMZN,"3,120.00",+4.81%,511.25,513.40,515.55,500.89,-18.98,-3.65%,1,146,0.01,34.86%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3140.00C,AMZN,"3,140.00",+4.20%,501.05,503.10,505.15,498.00,-79.70,-13.80%,3,395,0.01,34.81%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3150.00C,AMZN,"3,150.00",+3.90%,496.15,498.23,500.30,489.40,-18.60,-3.66%,4,289,0.01,34.81%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3160.00C,AMZN,"3,160.00",+3.59%,491.15,493.20,495.25,480.80,-48.20,-9.11%,1,89,0.01,34.79%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3180.00C,AMZN,"3,180.00",+2.98%,481.15,483.17,485.20,480.90,-6.00,-1.23%,3,116,0.03,34.74%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3200.00C,AMZN,"3,200.00",+2.37%,471.45,473.53,475.60,460.00,-1.53,-0.33%,55,"1,581",0.03,34.71%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3250.00C,AMZN,"3,250.00",+0.85%,447.80,449.80,451.80,450.15,10.65,+2.42%,18,"1,023",0.02,34.65%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3300.00C,AMZN,"3,300.00",-0.68%,427.00,428.00,429.00,416.20,-5.80,-1.37%,21,"1,303",0.02,34.62%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3350.00C,AMZN,"3,350.00",-2.21%,403.40,405.25,407.10,393.94,-7.11,-1.77%,2,383,0.01,34.47%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3400.00C,AMZN,"3,400.00",-3.73%,382.55,384.38,386.20,377.25,-1.25,-0.33%,13,"1,788",0.01,34.40%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3450.00C,AMZN,"3,450.00",-5.26%,362.50,364.28,366.05,350.00,-7.00,-1.96%,1,228,0.00,34.33%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3500.00C,AMZN,"3,500.00",-6.78%,343.30,345.03,346.75,346.00,8.00,+2.37%,19,"1,322",0.01,34.33%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3550.00C,AMZN,"3,550.00",-8.31%,325.05,326.90,328.75,314.34,-20.66,-6.17%,1,385,0.00,34.21%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3600.00C,AMZN,"3,600.00",-9.83%,307.45,309.10,310.75,299.30,-2.08,-0.69%,18,"1,141",0.02,34.12%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3650.00C,AMZN,"3,650.00",-11.36%,290.70,292.33,293.95,294.20,-3.00,-1.01%,1,557,0.00,34.06%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3700.00C,AMZN,"3,700.00",-12.88%,274.75,276.33,277.90,266.65,-3.35,-1.24%,7,"1,046",0.01,34.00%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3750.00C,AMZN,"3,750.00",-14.41%,259.70,261.35,263.00,256.70,-3.40,-1.31%,29,174,0.17,33.96%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3800.00C,AMZN,"3,800.00",-15.93%,245.30,246.93,248.55,246.70,4.78,+1.98%,4,573,0.01,33.90%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|3850.00C,AMZN,"3,850.00",-17.46%,231.65,233.23,234.80,229.30,-10.85,-4.52%,8,731,0.01,33.87%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3900.00C,AMZN,"3,900.00",-18.99%,218.60,220.18,221.75,216.30,-12.60,-5.50%,13,"1,016",0.01,33.83%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|3950.00C,AMZN,"3,950.00",-20.51%,206.30,207.83,209.35,203.71,-13.33,-6.14%,14,81,0.17,33.79%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|4000.00C,AMZN,"4,000.00",-22.04%,195.00,196.00,197.00,196.00,3.00,+1.55%,94,"2,404",0.04,33.74%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4050.00C,AMZN,"4,050.00",-23.56%,183.55,185.03,186.50,177.50,-12.18,-6.42%,4,119,0.03,33.72%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4100.00C,AMZN,"4,100.00",-25.09%,173.10,174.52,175.95,175.20,-20.80,-10.61%,1,122,0.01,33.76%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4150.00C,AMZN,"4,150.00",-26.61%,163.20,164.60,166.00,160.00,-11.00,-6.43%,1,41,0.02,33.67%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|4200.00C,AMZN,"4,200.00",-28.14%,153.85,155.23,156.60,154.61,1.53,+1.00%,3,280,0.01,33.59%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4250.00C,AMZN,"4,250.00",-29.66%,145.00,146.38,147.75,141.70,-9.30,-6.16%,1,131,0.01,33.63%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4300.00C,AMZN,"4,300.00",-31.19%,136.70,138.02,139.35,141.33,-1.27,-0.89%,5,877,0.01,33.62%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|4350.00C,AMZN,"4,350.00",-32.71%,128.90,130.20,131.50,125.14,-11.89,-8.68%,1,82,0.01,33.62%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4400.00C,AMZN,"4,400.00",-34.24%,121.50,122.80,124.10,118.33,-2.57,-2.13%,3,163,0.02,33.61%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4450.00C,AMZN,"4,450.00",-35.77%,114.60,115.88,117.15,174.00,16.25,+10.30%,6,84,0.07,33.62%,Call,343,01/21/22,02/02/21,33.89%
AMZN|20220121|4500.00C,AMZN,"4,500.00",-37.29%,108.05,109.30,110.55,109.00,1.62,+1.51%,133,683,0.19,33.59%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4550.00C,AMZN,"4,550.00",-38.82%,101.95,103.18,104.40,96.94,-10.16,-9.49%,2,72,0.03,33.63%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4600.00C,AMZN,"4,600.00",-40.34%,96.20,97.40,98.60,97.00,-3.95,-3.91%,13,228,0.06,33.65%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|4650.00C,AMZN,"4,650.00",-41.87%,90.75,91.93,93.10,89.07,-0.94,-1.04%,3,"1,298",0.00,33.66%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4700.00C,AMZN,"4,700.00",-43.39%,85.65,86.80,87.95,82.58,-2.22,-2.62%,1,71,0.01,33.68%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4750.00C,AMZN,"4,750.00",-44.92%,80.90,82.03,83.15,77.37,-11.43,-12.87%,1,84,0.01,33.71%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4800.00C,AMZN,"4,800.00",-46.44%,76.40,77.53,78.65,77.50,-0.70,-0.90%,4,170,0.02,33.74%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4850.00C,AMZN,"4,850.00",-47.97%,72.20,73.30,74.40,75.00,-4.50,-5.66%,2,91,0.02,33.77%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|4900.00C,AMZN,"4,900.00",-49.49%,68.30,69.38,70.45,66.10,-2.05,-3.01%,1,448,0.00,33.82%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|4950.00C,AMZN,"4,950.00",-51.02%,64.55,65.63,66.70,71.45,-6.75,-8.63%,1,94,0.01,33.85%,Call,343,01/21/22,02/10/21,33.89%
AMZN|20220121|5000.00C,AMZN,"5,000.00",-52.55%,61.10,62.15,63.20,62.20,1.60,+2.64%,59,622,0.09,33.91%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|5050.00C,AMZN,"5,050.00",-54.07%,57.85,58.90,59.95,58.95,-1.05,-1.75%,5,124,0.04,33.96%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|5100.00C,AMZN,"5,100.00",-55.60%,54.85,55.85,56.85,53.00,-7.00,-11.67%,2,58,0.03,34.00%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|5150.00C,AMZN,"5,150.00",-57.12%,52.00,53.00,54.00,56.80,-4.10,-6.73%,1,60,0.02,34.06%,Call,343,01/21/22,02/10/21,33.89%
AMZN|20220121|5200.00C,AMZN,"5,200.00",-58.65%,49.35,50.33,51.30,51.60,-2.95,-5.41%,2,141,0.01,34.13%,Call,343,01/21/22,02/11/21,33.89%
AMZN|20220121|5250.00C,AMZN,"5,250.00",-60.17%,46.85,47.83,48.80,45.80,-1.86,-3.90%,2,161,0.01,34.19%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|5300.00C,AMZN,"5,300.00",-61.70%,45.00,45.40,45.80,45.50,1.30,+2.94%,78,"1,903",0.04,34.27%,Call,343,01/21/22,02/12/21,33.89%
AMZN|20220121|860.00P,AMZN,860.00,-73.76%,1.30,1.59,1.88,1.50,-0.08,-5.06%,4,"1,627",0.00,54.26%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|880.00P,AMZN,880.00,-73.15%,1.10,1.55,2.00,1.71,0.06,+3.64%,2,319,0.01,53.55%,Put,343,01/21/22,02/02/21,33.89%
AMZN|20220121|900.00P,AMZN,900.00,-72.54%,1.00,1.56,2.12,1.85,-0.06,-3.14%,2,422,0.00,52.71%,Put,343,01/21/22,02/03/21,33.89%
AMZN|20220121|920.00P,AMZN,920.00,-71.93%,0.96,1.61,2.25,2.39,-0.23,-8.78%,10,211,0.05,52.01%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|940.00P,AMZN,940.00,-71.32%,1.12,1.76,2.39,2.77,0.21,+8.20%,1,55,0.02,51.69%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|960.00P,AMZN,960.00,-70.71%,1.29,1.92,2.54,2.13,-0.12,-5.33%,2,90,0.02,51.37%,Put,343,01/21/22,02/04/21,33.89%
AMZN|20220121|980.00P,AMZN,980.00,-70.10%,2.00,2.36,2.71,2.80,0.83,+42.13%,2,73,0.03,51.81%,Put,343,01/21/22,02/01/21,33.89%
AMZN|20220121|1000.00P,AMZN,"1,000.00",-69.49%,2.37,2.63,2.88,2.61,0.27,+11.54%,5,495,0.01,51.66%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|1020.00P,AMZN,"1,020.00",-68.88%,2.47,2.79,3.10,2.85,-0.30,-9.52%,5,171,0.03,51.22%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|1040.00P,AMZN,"1,040.00",-68.27%,2.08,2.69,3.30,4.30,-0.20,-4.44%,2,41,0.05,50.19%,Put,343,01/21/22,01/07/21,33.89%
AMZN|20220121|1060.00P,AMZN,"1,060.00",-67.66%,2.99,3.25,3.50,3.42,-0.93,-21.38%,2,228,0.01,50.59%,Put,343,01/21/22,02/09/21,33.89%
AMZN|20220121|1080.00P,AMZN,"1,080.00",-67.05%,2.53,3.14,3.75,3.35,-1.40,-29.47%,3,142,0.02,49.58%,Put,343,01/21/22,01/21/21,33.89%
AMZN|20220121|1100.00P,AMZN,"1,100.00",-66.44%,2.78,3.39,4.00,4.00,-1.20,-23.08%,70,924,0.08,49.30%,Put,343,01/21/22,01/20/21,33.89%
AMZN|20220121|1120.00P,AMZN,"1,120.00",-65.83%,3.00,3.63,4.25,5.35,-0.55,-9.32%,1,92,0.01,48.96%,Put,343,01/21/22,01/08/21,33.89%
AMZN|20220121|1140.00P,AMZN,"1,140.00",-65.22%,3.30,3.78,4.25,4.60,0.36,+8.49%,10,302,0.03,48.46%,Put,343,01/21/22,02/04/21,33.89%
AMZN|20220121|1160.00P,AMZN,"1,160.00",-64.61%,3.55,4.05,4.55,4.70,-1.30,-21.67%,1,126,0.01,48.17%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|1180.00P,AMZN,"1,180.00",-64.00%,3.85,4.35,4.85,6.45,0.96,+17.49%,1,221,0.00,47.89%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|1200.00P,AMZN,"1,200.00",-63.39%,4.20,4.70,5.20,5.40,-0.10,-1.82%,15,680,0.02,47.66%,Put,343,01/21/22,02/04/21,33.89%
AMZN|20220121|1220.00P,AMZN,"1,220.00",-62.78%,4.50,5.03,5.55,6.10,-1.55,-20.26%,3,158,0.02,47.38%,Put,343,01/21/22,02/02/21,33.89%
AMZN|20220121|1240.00P,AMZN,"1,240.00",-62.17%,4.85,5.38,5.90,5.64,-1.50,-21.01%,2,90,0.02,47.10%,Put,343,01/21/22,02/09/21,33.89%
AMZN|20220121|1260.00P,AMZN,"1,260.00",-61.56%,5.50,5.88,6.25,8.07,-0.43,-5.06%,1,163,0.01,46.99%,Put,343,01/21/22,12/31/20,33.89%
AMZN|20220121|1280.00P,AMZN,"1,280.00",-60.95%,5.60,6.13,6.65,7.15,-2.45,-25.52%,1,95,0.01,46.56%,Put,343,01/21/22,01/25/21,33.89%
AMZN|20220121|1300.00P,AMZN,"1,300.00",-60.34%,5.95,6.50,7.05,6.90,0.00,unch,10,872,0.01,46.69%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|1320.00P,AMZN,"1,320.00",-59.73%,6.35,6.93,7.50,7.41,-1.09,-12.82%,1,70,0.01,46.00%,Put,343,01/21/22,02/02/21,33.89%
AMZN|20220121|1340.00P,AMZN,"1,340.00",-59.12%,6.75,7.33,7.90,8.45,0.40,+4.97%,2,227,0.01,45.70%,Put,343,01/21/22,01/27/21,33.89%
AMZN|20220121|1360.00P,AMZN,"1,360.00",-58.51%,7.20,7.80,8.40,10.70,0.26,+2.49%,10,48,0.21,45.45%,Put,343,01/21/22,01/15/21,33.89%
AMZN|20220121|1380.00P,AMZN,"1,380.00",-57.90%,7.65,8.25,8.85,8.75,-0.25,-2.78%,1,193,0.01,45.16%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|1400.00P,AMZN,"1,400.00",-57.29%,8.10,8.73,9.35,9.30,-3.40,-26.77%,2,"1,207",0.00,45.35%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|1420.00P,AMZN,"1,420.00",-56.68%,8.60,9.20,9.80,12.13,-1.02,-7.76%,1,67,0.01,44.58%,Put,343,01/21/22,01/07/21,33.89%
AMZN|20220121|1440.00P,AMZN,"1,440.00",-56.07%,9.25,9.80,10.35,10.00,-0.35,-3.38%,1,403,0.00,44.37%,Put,343,01/21/22,02/09/21,33.89%
AMZN|20220121|1460.00P,AMZN,"1,460.00",-55.46%,9.65,10.25,10.85,10.40,-5.00,-32.47%,1,132,0.01,44.03%,Put,343,01/21/22,02/03/21,33.89%
AMZN|20220121|1480.00P,AMZN,"1,480.00",-54.85%,10.20,10.80,11.40,11.60,-3.00,-20.55%,2,200,0.01,43.75%,Put,343,01/21/22,01/21/21,33.89%
AMZN|20220121|1500.00P,AMZN,"1,500.00",-54.24%,10.80,11.40,12.00,11.90,-0.10,-0.83%,2,"1,053",0.00,43.82%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|1520.00P,AMZN,"1,520.00",-53.63%,11.40,12.03,12.65,17.00,4.15,+32.30%,4,167,0.02,43.23%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|1540.00P,AMZN,"1,540.00",-53.02%,12.05,12.68,13.30,18.25,4.80,+35.69%,3,120,0.03,42.97%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|1560.00P,AMZN,"1,560.00",-52.41%,12.70,13.33,13.95,19.15,4.95,+34.86%,4,110,0.04,42.70%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|1580.00P,AMZN,"1,580.00",-51.80%,13.40,14.03,14.65,15.00,-5.05,-25.19%,1,211,0.00,42.45%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|1600.00P,AMZN,"1,600.00",-51.19%,14.15,14.78,15.40,15.10,-0.60,-3.82%,10,422,0.02,42.38%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|1620.00P,AMZN,"1,620.00",-50.58%,14.90,15.60,16.30,22.25,5.50,+32.84%,3,147,0.02,41.99%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|1640.00P,AMZN,"1,640.00",-49.97%,15.70,16.40,17.10,16.45,-0.90,-5.19%,2,37,0.05,41.75%,Put,343,01/21/22,02/03/21,33.89%
AMZN|20220121|1660.00P,AMZN,"1,660.00",-49.35%,16.50,17.05,17.60,16.70,-0.25,-1.47%,1,131,0.01,41.42%,Put,343,01/21/22,02/05/21,33.89%
AMZN|20220121|1680.00P,AMZN,"1,680.00",-48.74%,17.35,18.05,18.75,18.60,0.60,+3.33%,44,220,0.20,41.49%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|1690.00P,AMZN,"1,690.00",-48.44%,17.75,18.45,19.15,19.65,-7.00,-26.27%,2,49,0.04,41.10%,Put,343,01/21/22,02/04/21,33.89%
AMZN|20220121|1700.00P,AMZN,"1,700.00",-48.13%,18.20,18.90,19.60,19.87,0.72,+3.76%,1,839,0.00,40.98%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|1710.00P,AMZN,"1,710.00",-47.83%,18.65,19.40,20.15,20.35,0.90,+4.63%,6,45,0.13,40.88%,Put,343,01/21/22,02/04/21,33.89%
AMZN|20220121|1720.00P,AMZN,"1,720.00",-47.52%,19.10,19.85,20.60,20.29,0.24,+1.20%,1,43,0.02,40.75%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|1730.00P,AMZN,"1,730.00",-47.22%,19.60,20.35,21.10,21.55,-2.95,-12.04%,3,29,0.10,40.64%,Put,343,01/21/22,02/03/21,33.89%
AMZN|20220121|1740.00P,AMZN,"1,740.00",-46.91%,20.05,20.80,21.55,29.35,5.60,+23.58%,1,61,0.02,40.51%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|1750.00P,AMZN,"1,750.00",-46.61%,20.55,21.30,22.05,22.50,0.50,+2.27%,1,241,0.00,40.39%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|1760.00P,AMZN,"1,760.00",-46.30%,21.05,21.83,22.60,31.05,6.10,+24.45%,1,39,0.03,40.28%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|1770.00P,AMZN,"1,770.00",-46.00%,21.55,22.33,23.10,30.50,-1.15,-3.63%,1,15,0.07,40.16%,Put,343,01/21/22,02/01/21,33.89%
AMZN|20220121|1780.00P,AMZN,"1,780.00",-45.69%,22.10,22.88,23.65,32.40,6.55,+25.34%,1,41,0.02,40.06%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|1790.00P,AMZN,"1,790.00",-45.39%,22.65,23.42,24.20,23.90,0.34,+1.44%,1,45,0.02,39.95%,Put,343,01/21/22,02/09/21,33.89%
AMZN|20220121|1795.00P,AMZN,"1,795.00",-45.24%,22.90,23.67,24.45,24.10,-7.35,-23.37%,1,39,0.03,39.88%,Put,343,01/21/22,02/02/21,33.89%
AMZN|20220121|1800.00P,AMZN,"1,800.00",-45.08%,23.20,23.98,24.75,25.40,1.00,+4.10%,16,"1,060",0.02,39.83%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|1805.00P,AMZN,"1,805.00",-44.93%,23.50,24.25,25.00,31.15,-4.65,-12.99%,2,20,0.10,39.77%,Put,343,01/21/22,02/01/21,33.89%
AMZN|20220121|1810.00P,AMZN,"1,810.00",-44.78%,23.75,24.53,25.30,27.80,0.90,+3.35%,1,115,0.01,39.72%,Put,343,01/21/22,01/25/21,33.89%
AMZN|20220121|1815.00P,AMZN,"1,815.00",-44.63%,24.05,24.83,25.60,35.60,7.05,+24.69%,1,5,0.20,39.66%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|1820.00P,AMZN,"1,820.00",-44.47%,24.35,25.13,25.90,25.91,-10.94,-29.69%,1,12,0.08,39.61%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|1825.00P,AMZN,"1,825.00",-44.32%,24.65,25.42,26.20,26.20,-0.55,-2.06%,2,15,0.13,39.83%,Put,343,01/21/22,02/12/21,33.89%
AMZN|20220121|1830.00P,AMZN,"1,830.00",-44.17%,24.95,25.73,26.50,33.30,3.90,+13.27%,2,66,0.03,39.51%,Put,343,01/21/22,02/01/21,33.89%
AMZN|20220121|1835.00P,AMZN,"1,835.00",-44.02%,25.25,26.03,26.80,29.75,-11.60,-28.05%,1,55,0.02,39.45%,Put,343,01/21/22,01/20/21,33.89%
AMZN|20220121|1840.00P,AMZN,"1,840.00",-43.86%,25.55,26.33,27.10,28.50,-6.45,-18.45%,1,58,0.02,39.40%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|1845.00P,AMZN,"1,845.00",-43.71%,25.85,26.63,27.40,30.65,-7.45,-19.55%,1,25,0.04,39.34%,Put,343,01/21/22,01/20/21,33.89%
AMZN|20220121|1850.00P,AMZN,"1,850.00",-43.56%,26.15,26.92,27.70,27.50,-1.00,-3.51%,80,318,0.25,39.28%,Put,343,01/21/22,02/08/21,33.89%
AMZN|20220121|1855.00P,AMZN,"1,855.00",-43.41%,26.45,27.23,28.00,31.40,-7.85,-20.00%,1,6,0.17,39.23%,Put,343,01/21/22,01/20/21,33.89%
AMZN|20220121|1860.00P,AMZN,"1,860.00",-43.25%,26.80,27.58,28.35,36.65,6.82,+22.86%,2,40,0.05,39.18%,Put,343,01/21/22,02/01/21,33.89%
AMZN|20220121|1865.00P,AMZN,"1,865.00",-43.10%,27.10,27.88,28.65,41.65,7.15,+20.72%,10,22,0.45,39.13%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|1870.00P,AMZN,"1,870.00",-42.95%,27.45,28.23,29.00,29.05,-3.40,-10.48%,1,54,0.02,39.08%,Put,343,01/21/22,01/21/21,33.89%
AMZN|20220121|1875.00P,AMZN,"1,875.00",-42.80%,27.75,28.53,29.30,31.00,1.25,+4.20%,2,10,0.20,39.02%,Put,343,01/21/22,02/03/21,33.89%
AMZN|20220121|1880.00P,AMZN,"1,880.00",-42.64%,28.10,28.88,29.65,28.79,-0.67,-2.27%,10,57,0.18,38.97%,Put,343,01/21/22,02/08/21,33.89%
AMZN|20220121|1885.00P,AMZN,"1,885.00",-42.49%,28.45,29.23,30.00,29.95,-0.45,-1.48%,1,14,0.07,38.93%,Put,343,01/21/22,02/02/21,33.89%
AMZN|20220121|1890.00P,AMZN,"1,890.00",-42.34%,28.75,29.55,30.35,43.55,9.50,+27.90%,1,32,0.03,38.87%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|1900.00P,AMZN,"1,900.00",-42.03%,29.45,30.25,31.05,32.64,1.72,+5.56%,2,276,0.01,38.77%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|1910.00P,AMZN,"1,910.00",-41.73%,30.15,30.95,31.75,32.65,-7.35,-18.38%,1,50,0.02,38.67%,Put,343,01/21/22,02/04/21,33.89%
AMZN|20220121|1920.00P,AMZN,"1,920.00",-41.42%,30.90,31.70,32.50,33.87,-12.63,-27.16%,1,69,0.01,38.58%,Put,343,01/21/22,02/11/21,33.89%
AMZN|20220121|1930.00P,AMZN,"1,930.00",-41.12%,31.65,32.45,33.25,34.30,-3.05,-8.17%,1,76,0.01,38.49%,Put,343,01/21/22,01/21/21,33.89%
AMZN|20220121|1940.00P,AMZN,"1,940.00",-40.81%,32.40,33.20,34.00,47.75,2.25,+4.95%,3,52,0.06,38.39%,Put,343,01/21/22,01/29/21,33.89%
AMZN|20220121|1950.00P,AMZN,"1,950.00",-40.51%,33.20,34.00,34.80,35.00,0.50,+1.45%,2,175,0.01,38.30%,Put,343,01/21/22,02/08/21,33.89%
AMZN|20220121|1960.00P,AMZN,"1,960.00",-40.20%,34.00,34.80,35.60,36.00,0.00,unch,4,40,0.10,38.21%,Put,343,01/21/22,02/10/21,33.89%
AMZN|20220121|1970.00P,AMZN,"1,970.00",-39.90%,34.80,35.60,36.40,36.14,-16.86,-31.81%,1,71,0.01,38.12%,Put,343,01/21/22,02/02/21,33.89%
AMZN|20220121|1980.00P,AMZN,"1,980.00",-39.59%,35.60,36.43,37.25,37.00,-2.00,-5.13%,1,73,0.01,38.18%,Put,343,01/21/22,02/12/21,33.89%
